"COMPLAINTNUMBER","ACCIDENTDATE","YEAR","MILITARYTIME","DAYOFWEEK","ACCIDENTTYPE","NUMINVOLVED","NUMINJURED","NUMFATALITIES","FEETFROMINTERSECTION","CITYQUADRANT","CONSTRUCTION","ONSTREET","COLLISIONTYPE","WEATHER","TRAFFICCONDITION","ROADWAYTYPE","TRAFFICCONTROL","MPDLOCATION","CRASHDURATION","LATITUDE","LONGITUDE","TAXIINVOLVED","TOURBUSINVOLVED","MILITARYHOUR","ACCIDENTDATETIME"
15039350,2015-03-21,2015,"1302","Saturday","Prop. Damage",2,0,0,0,"","N","Not at Intersection","Rear End","Clear","Medium","Other","None","0 I395 SB",0,38.893466,-77.014201,"","","13",2015-03-21 13:02:00
15035706,2015-03-14,2015,"1431","Saturday","Prop. Damage",4,0,0,0,"NE","Y","Not at Intersection","Rear End","Rain","Heavy","Two-Way, Divided Positive","None","0 I395 SB",2,38.895725,-77.01426,"","","14",2015-03-14 14:31:00
15031221,2015-03-06,2015,"0210","Friday","",2,0,0,0,"NW","N","Not at Intersection","Parked Vehicle","Snow","Light","One-Way, Not Divided","None","224 BATES STREET NW",70,38.910226,-77.014431,"","","2",2015-03-06 02:10:00
15039772,2015-03-22,2015,"0225","Sunday","",2,0,0,0,"","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Divided Positive","None","0 I395 SB",16,38.895725,-77.01426,"","","2",2015-03-22 02:25:00
15042838,2015-03-27,2015,"1847","Friday","Injury",2,1,0,50,"NW","N","Within 100ft of Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","None","209 NEW YORK AVE NW",60,38.905918,-77.014107,"","","18",2015-03-27 18:47:00
15030246,2015-03-03,2015,"1819","Tuesday","Injury",2,1,0,90,"NW","N","Within 100ft of Intersection","Rear End","Rain","Medium","Two-Way, Not Divided","Signal","111 MICHIGAN AVENUE NW",0,38.927266,-77.014394,"","","18",2015-03-03 18:19:00
15041494,2015-03-25,2015,"1135","Wednesday","Prop. Damage",4,0,0,0,"NW","N","Not at Intersection","Right Angle","Clear","Medium","Two-Way, Not Divided","Signal","111 MICHIGAN AVENUE NW",45,38.927266,-77.014394,"","","11",2015-03-25 11:35:00
15042177,2015-03-26,2015,"1658","Thursday","Injury",1,1,0,0,"NW","N","Within 100ft of Intersection","Left Turn Hit Ped.","Clear","Unknown","Two-Way, Not Divided","None","6979 MAPLE ST NW",2,38.975058,-77.014612,"","","16",2015-03-26 16:58:00
15037282,2015-03-17,2015,"1635","Tuesday","Injury",2,1,0,0,"","N","Not at Intersection","Rear End","Clear","Heavy","Two-Way, Divided Positive","None","I295 SB",1,38.833488,-77.012854,"","","16",2015-03-17 16:35:00
15042470,2015-03-27,2015,"0214","Friday","Prop. Damage",1,0,0,0,"SW","N","Other","Fixed Object","Rain","Medium","Two-Way, Divided Positive","None","I295 N/B overlook SW",0,38.833488,-77.012854,"","","2",2015-03-27 02:14:00
15043331,2015-03-28,2015,"1335","Saturday","Fatality",2,0,1,0,"SE","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Divided Positive","None","I295 South Bound Exit 4B",1,38.833488,-77.012854,"","","13",2015-03-28 13:35:00
15034473,2015-03-11,2015,"1900","Wednesday","",2,0,0,0,"NW","N","At Intersection","Right Angle","Clear","Medium","Two-Way, Divided Unprotected","Signal","6500 BLAIR ROAD NW",30,38.969142,-77.013209,"","","19",2015-03-11 19:00:00
15042629,2015-03-27,2015,"1229","Friday","Prop. Damage",2,0,0,0,"NW","N","N/A","Side Swiped","Clear","Medium","Two-Way, Divided Positive","None","130 RHODE ISLAND AVENUE NW",1,38.91512,-77.013192,"","","12",2015-03-27 12:29:00
15032600,2015-03-08,2015,"2005","Sunday","",2,0,0,0,"","N","Not at Intersection","Rear End","Clear","Medium","One-Way, Not Divided","None","0 I395 NB",5,38.88271,-77.0133,"","","20",2015-03-08 20:05:00
15042993,2015-03-27,2015,"2314","Friday","Prop. Damage",2,0,0,0,"SW","N","At Intersection","Side Swiped","Clear","Light","Two-Way, Divided Positive","Signal","Half and M Street SW",0,38.876783,-77.012909,"","","23",2015-03-27 23:14:00
15029674,2015-03-02,2015,"1728","Monday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","2ND ST NW / H ST NW",2,38.9002,-77.01368,"","","17",2015-03-02 17:28:00
15044663,2015-03-31,2015,"0821","Tuesday","",1,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","2ND ST NW / H ST NW",2,38.9002,-77.01368,"","","8",2015-03-31 08:21:00
15037922,2015-03-18,2015,"1800","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","None","127 E STREET NW",1,38.896304,-77.013265,"","","18",2015-03-18 18:00:00
15037609,2015-03-18,2015,"0704","Wednesday","Injury",2,1,0,0,"NW","N","At Intersection","Right Angle","Clear","Heavy","Two-Way, Divided Positive","Signal","2ND ST NW / D ST NW",56,38.89478,-77.01367,"","","7",2015-03-18 07:04:00
15030976,2015-03-05,2015,"1050","Thursday","Prop. Damage",1,0,0,25,"NW","N","Within 100ft of Intersection","Other","Snow","Light","Two-Way, Not Divided","Signal","6925 Eastern Ave NW",0,38.974042,-77.012984,"","","10",2015-03-05 10:50:00
15033332,2015-03-10,2015,"0905","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Backing Hit Moving Veh.","Clear","Medium","Two-Way, Divided Unprotected","None","100 L STREET NW",0,38.903768,-77.013023,"","","9",2015-03-10 09:05:00
15032339,2015-03-08,2015,"0715","Sunday","",1,1,0,0,"NW","N","At Intersection","Straight Hit Ped.","Clear","Light","Two-Way, Divided Unprotected","Signal","1ST ST NW / FLORIDA AVE NW",45,38.912114,-77.012152,"","","7",2015-03-08 07:15:00
15034419,2015-03-12,2015,"1020","Thursday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","One-Way, Not Divided","Signal","1700 BK  I ST NW",2,38.912754,-77.012428,"","","10",2015-03-12 10:20:00
15031046,2015-03-05,2015,"1534","Thursday","",2,0,0,5,"NW","N","Not at Intersection","Side Swiped","Snow","Light","Two-Way, Divided Unprotected","None","105 MISSOURI AVENUE NW",4,38.956066,-77.012264,"","","15",2015-03-05 15:34:00
15035244,2015-03-13,2015,"1430","Friday","Injury",2,1,0,30,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Unknown","Unknown","Unknown","600 New Jersey Ave NW",10,38.898164,-77.012236,"","","14",2015-03-13 14:30:00
15032980,2015-03-09,2015,"1544","Monday","Prop. Damage",2,2,0,0,"NW","Y","At Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","Mass Ave NW / NEW JERSEY AVE NW",2,38.898856,-77.012425,"","","15",2015-03-09 15:44:00
15042153,2015-03-26,2015,"1615","Thursday","Prop. Damage",2,0,0,0,"","N","Not at Intersection","Left Turn Hit Veh.","Clear","Heavy","One-Way, Not Divided","None","0 I395 SB",0,38.882223,-77.012313,"","","16",2015-03-26 16:15:00
15039417,2015-03-21,2015,"1513","Saturday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","One-Way, Not Divided","Signal","1ST ST NW / M ST NW",0,38.905653,-77.012163,"","","15",2015-03-21 15:13:00
15043301,2015-03-28,2015,"1359","Saturday","Injury",1,1,0,5,"NW","N","At Intersection","Straight Hit Ped.","Clear","Light","Two-Way, Not Divided","Signal","1ST ST NW / K ST NW",1,38.902516,-77.012162,"","","13",2015-03-28 13:59:00
15041430,2015-03-25,2015,"0918","Wednesday","",2,0,0,0,"","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","None","0 I395/695 SB",1,38.882301,-77.012385,"","","9",2015-03-25 09:18:00
15036703,2015-03-16,2015,"1505","Monday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","Signal","1ST ST NW / H ST NW",1,38.900195,-77.01217,"","","15",2015-03-16 15:05:00
15039022,2015-03-20,2015,"2121","Friday","Prop. Damage",2,0,0,0,"SW","N","Not at Intersection","Head On","Clear","Light","Two-Way, Not Divided","None","1425 1ST ST SW",1,38.872535,-77.012512,"","","21",2015-03-20 21:21:00
15041428,2015-03-25,2015,"0100","Wednesday","",3,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Unknown","Two-Way, Not Divided","Signal","1540 1ST STREET NW",360,38.910807,-77.012373,"","","1",2015-03-25 01:00:00
15036923,2015-03-16,2015,"2220","Monday","Injury",2,1,0,0,"NW","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","Signal","100 New York NW",0,38.906177,-77.012302,"","","22",2015-03-16 22:20:00
15033620,2015-03-10,2015,"1905","Tuesday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Rain","Heavy","Two-Way, Not Divided","None","101 N ST NW",1,38.907315,-77.01233,"","","19",2015-03-10 19:05:00
15042927,2015-03-27,2015,"2020","Friday","Prop. Damage",2,0,0,0,"SW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","One-Way, Not Divided","None","94 GALVESTON PLACE SW",0,38.824216,-77.011826,"","","20",2015-03-27 20:20:00
15041523,2015-03-25,2015,"1315","Wednesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Right Angle","Clear","Medium","Two-Way, Not Divided","Stop Sign","1ST ST NW / MISSOURI AVE NW",0,38.955609,-77.011617,"","","13",2015-03-25 13:15:00
15034898,2015-03-13,2015,"0406","Friday","Prop. Damage",1,1,0,0,"","N","Not at Intersection","Fixed Object","Clear","Light","One-Way, Not Divided","None","0 I395 SB",67,38.885127,-77.01232,"","","4",2015-03-13 04:06:00
15034422,2015-03-12,2015,"1020","Thursday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Right Angle","Clear","Light","Two-Way, Divided Unprotected","Stop Sign","1ST ST NW / MISSOURI AVE NW",4,38.95561,-77.01161,"","","10",2015-03-12 10:20:00
15030758,2015-03-04,2015,"2006","Wednesday","Injury",2,1,0,0,"NW","N","Within 100ft of Intersection","Right Angle","Rain","Unknown","Two-Way, Divided Unprotected","Signal","1ST ST NW / FLORIDA AVE NW",1,38.91212,-77.012155,"","","20",2015-03-04 20:06:00
15034096,2015-03-11,2015,"1709","Wednesday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","1ST ST NW / GALLATIN ST NW",11,38.914087,-77.012154,"","","17",2015-03-11 17:09:00
15034491,2015-03-12,2015,"1309","Thursday","Injury",2,1,0,0,"NW","N","Not at Intersection","19","Clear","Light","Two-Way, Not Divided","None","1ST ST NW / H ST NW",6,38.900195,-77.01217,"","","13",2015-03-12 13:09:00
15037317,2015-03-17,2015,"1730","Tuesday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Not Divided","None","15 E STREET NW",1,38.896396,-77.009908,"","","17",2015-03-17 17:30:00
15033478,2015-03-06,2015,"1500","Friday","",2,0,0,176,"NW","N","Not at Intersection","Other","Other","Light","Two-Way, Divided Unprotected","None","15 E ST NW",90,38.896396,-77.009907,"","","15",2015-03-06 15:00:00
15029691,2015-03-02,2015,"1737","Monday","Injury",2,1,0,0,"NW","N","Not at Intersection","Parked Vehicle","Clear","Medium","Two-Way, Divided Unprotected","None","51 RHODE ISLAND AVENUE NW",1,38.916422,-77.010965,"","","17",2015-03-02 17:37:00
15030489,2015-03-04,2015,"0932","Wednesday","",3,1,0,0,"NW","N","At Intersection","Right Angle","Rain","Light","Two-Way, Not Divided","None","NEW JERSEY AVE/ O STREET NW",2,38.899361,-77.012604,"","","9",2015-03-04 09:32:00
15035981,2015-03-14,2015,"2330","Saturday","",2,0,0,200,"NW","N","Not at Intersection","Parked Vehicle","Clear","Light","One-Way, Not Divided","None","21 QUINCY PLACE NW",1,38.912039,-77.009936,"","","23",2015-03-14 23:30:00
15039591,2015-03-21,2015,"2125","Saturday","",2,0,0,0,"","N","At Intersection","Side Swiped","Clear","Unknown","Two-Way, Not Divided","Stop Sign","Atlantic Ave /  Martin Luther King Avenue",125,38.83164,-77.009932,"","","21",2015-03-21 21:25:00
15042559,2015-03-27,2015,"0930","Friday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Medium","One-Way, Not Divided","None","27TH ST NW / POTOMAC PKWY",0,38.914333,-77.010116,"","","9",2015-03-27 09:30:00
15032068,2015-03-07,2015,"1838","Saturday","Injury",2,1,0,0,"NW","N","At Intersection","Right Turn Hit Ped.","","","","Signal","11TH ST NW / I ST NW",60,38.879025,-77.00973,"","","18",2015-03-07 18:38:00
15032997,2015-03-09,2015,"1230","Monday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","32 U ST NW",150,38.91682,-77.010135,"","","12",2015-03-09 12:30:00
15034139,2015-03-11,2015,"1836","Wednesday","",2,0,0,0,"NW","N","At Intersection","Right Turn Hit Veh.","Clear","Heavy","Two-Way, Not Divided","Signal","9 & Pennsylvania Ave NW",60,38.879025,-77.00973,"Yes","","18",2015-03-11 18:36:00
15034534,2015-03-12,2015,"1444","Thursday","Prop. Damage",4,0,0,50,"","N","Not at Intersection","Rear End","Clear","Heavy","One-Way, Not Divided","None","395 N/B Case Bridge",60,38.879025,-77.00973,"","","14",2015-03-12 14:44:00
15036116,2015-03-15,2015,"0807","Sunday","Injury",2,1,0,0,"NW","N","At Intersection","Right Angle","Clear","Light","Two-Way, Not Divided","Signal","25TH ST NW / VIRGINIA AVE NW",0,38.914333,-77.010055,"Yes","","8",2015-03-15 08:07:00
15032550,2015-03-08,2015,"1935","Sunday","Injury",2,1,0,0,"SW","N","Private Property","Backing Hit Parked Veh.","Clear","Light","Other","None","10 I ST SW",1,38.878923,-77.01001,"","","19",2015-03-08 19:35:00
15036311,2015-03-15,2015,"1803","Sunday","Injury",2,1,0,0,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Light","Two-Way, Not Divided","Signal","1 KENNEDY ST NW",0,38.956886,-77.009796,"","","18",2015-03-15 18:03:00
15040206,2015-03-22,2015,"2301","Sunday","Injury",2,1,0,0,"NW","N","At Intersection","Right Angle","Clear","Light","Two-Way, Not Divided","Signal","17TH ST NW/P ST NW",2,38.914333,-77.009826,"Yes","","23",2015-03-22 23:01:00
15043009,2015-03-27,2015,"0530","Friday","",1,0,0,0,"NW","N","Other","Other","Clear","Light","Other","None","14 BATES ST NW",1035,38.910222,-77.009718,"","","5",2015-03-27 05:30:00
15030027,2015-03-03,2015,"1133","Tuesday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Rain","Medium","One-Way, Not Divided","None","50 F STREET NW",2,38.897064,-77.010391,"","","11",2015-03-03 11:33:00
15030093,2015-03-03,2015,"1419","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Right Angle","Rain","Medium","Two-Way, Divided Unprotected","Signal","24TH AND K STREET NW",0,38.902206,-77.010292,"","","14",2015-03-03 14:19:00
15032229,2015-03-07,2015,"1630","Saturday","",2,0,0,0,"SW","N","Private Property","Backing Hit Parked Veh.","Unknown","Light","Other","None","4660 MARTIN LUTHER KING JR AVENUE SW",0,38.82248,-77.010286,"","","16",2015-03-07 16:30:00
15031459,2015-03-06,2015,"1630","Friday","",2,0,0,60,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","5207 NEW HAMPSHIRE AVENUE NW",0,38.953716,-77.011041,"","","16",2015-03-06 16:30:00
15040427,2015-03-23,2015,"1247","Monday","Injury",2,2,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Divided Positive","Signal","3400 NORTH CAPITOL STREET NW",0,38.94376,-77.01106,"","","12",2015-03-23 12:47:00
15040115,2015-03-22,2015,"1900","Sunday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Not Divided","Signal","5300 NEW HAMPSHIRE AVENUE NW",0,38.954751,-77.010969,"","","19",2015-03-22 19:00:00
15035522,2015-03-14,2015,"0350","Saturday","Prop. Damage",1,0,0,0,"NW","N","At Intersection","Fixed Object","Rain","Light","Two-Way, Not Divided","Signal","100 ALLISON STREET NW",0,38.944917,-77.010976,"","","3",2015-03-14 03:50:00
15044439,2015-03-30,2015,"1700","Monday","Prop. Damage",2,0,0,0,"NW","N","Private Property","Side Swiped","Clear","Light","Other","None","77 H STREET NW",15,38.900409,-77.011151,"","","17",2015-03-30 17:00:00
15044277,2015-03-30,2015,"1515","Monday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","Signal","6011 BLAIR ROAD NW",5,38.963208,-77.010949,"","","15",2015-03-30 15:15:00
15032848,2015-03-09,2015,"1153","Monday","Prop. Damage",3,0,0,0,"NW","N","At Intersection","Right Angle","Clear","Medium","Two-Way, Divided Unprotected","Signal","BLAIR RD NW / KANSAS AVE NW",0,38.962349,-77.01071,"","","11",2015-03-09 11:53:00
15040848,2015-03-24,2015,"0752","Tuesday","Injury",2,0,0,20,"NW","N","Within 100ft of Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","None","5000 NORTH CAPITOL STREET NW",23,38.951446,-77.009227,"","","7",2015-03-24 07:52:00
15037856,2015-03-18,2015,"1633","Wednesday","Injury",2,1,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Other","Signal","NEW YORK AVE NW / NORTH CAPITOL ST NW",0,38.9073,-77.00917,"","","16",2015-03-18 16:33:00
15029455,2015-03-02,2015,"0904","Monday","Injury",2,1,0,0,"","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Divided Positive","Signal","700 NORTH CAPITOL ST",2,38.899038,-77.009164,"","","9",2015-03-02 09:04:00
15029036,2015-03-01,2015,"0219","Sunday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Light","Two-Way, Divided Positive","Signal","1400 NORTH CAPITOL STREET NW",101,38.908717,-77.009406,"","","2",2015-03-01 02:19:00
15034553,2015-03-12,2015,"1439","Thursday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Positive","None","1400 NORTH CAPITOL STREET NW",0,38.908717,-77.009406,"","","14",2015-03-12 14:39:00
15042009,2015-03-26,2015,"1151","Thursday","Injury",2,1,0,0,"NW","N","At Intersection","Rear End","Rain","Heavy","Two-Way, Divided Unprotected","Signal","5308 NORTH CAPITOL STREET NW",0,38.955336,-77.009356,"","","11",2015-03-26 11:51:00
15043663,2015-03-29,2015,"0408","Sunday","",4,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Light","One-Way, Not Divided","None","2120 NORTH CAPITOL STREET NW",0,38.918688,-77.009342,"","","4",2015-03-29 04:08:00
15037793,2015-03-18,2015,"1439","Wednesday","Injury",1,1,0,90,"NW","N","Within 100ft of Intersection","Fixed Object","Clear","Unknown","Two-Way, Divided Positive","None","2422 NORTH CAPITOL STREET NW",6,38.922061,-77.009368,"","","14",2015-03-18 14:39:00
15030277,2015-03-03,2015,"1920","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Side Swiped","Sleet/Hail","Medium","Two-Way, Divided Positive","Signal","4TH ST NW / CEDAR ST NW",1,38.91896,-77.009376,"","","19",2015-03-03 19:20:00
15039798,2015-03-22,2015,"0338","Sunday","",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Light","Two-Way, Not Divided","Stop Sign","4TH\ALLISON ST NW",0,38.91896,-77.009376,"","","3",2015-03-22 03:38:00
15031821,2015-03-07,2015,"0853","Saturday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","5416 NORTH CAPITOL STREET NW",0,38.955622,-77.009374,"","","8",2015-03-07 08:53:00
15033059,2015-03-09,2015,"1829","Monday","Prop. Damage",2,0,0,0,"SW","N","At Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Divided Positive","Signal","SOUTH CAPITOL STREET SW",1,38.873317,-77.009617,"","","18",2015-03-09 18:29:00
15034428,2015-03-12,2015,"1107","Thursday","Injury",2,1,0,0,"SW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","1001 SOUTH CAPITOL STREET SW",38,38.877977,-77.009514,"","","11",2015-03-12 11:07:00
15036908,2015-03-16,2015,"2142","Monday","Prop. Damage",2,0,0,0,"SW","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","None","1515 SOUTH CAPITOL STREET SW",10,38.870953,-77.009476,"","","21",2015-03-16 21:42:00
15032797,2015-03-09,2015,"0953","Monday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Positive","Signal","1020 NORTH CAPITOL STREET NW",0,38.903358,-77.009367,"","","9",2015-03-09 09:53:00
15044928,2015-03-31,2015,"1644","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","Two-Way, Not Divided","Signal","77 H STREET NW",1,38.900409,-77.011151,"","","16",2015-03-31 16:44:00
15039431,2015-03-21,2015,"1500","Saturday","Prop. Damage",2,0,0,100,"SW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","One-Way, Not Divided","None","1221 HALF STREET SW",1,38.875894,-77.010855,"","","15",2015-03-21 15:00:00
15030429,2015-03-04,2015,"0630","Wednesday","Prop. Damage",2,0,0,0,"SW","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","Two-Way, Divided Unprotected","None","149 CHESAPEAKE STREET SW",5,38.828875,-77.010552,"","","6",2015-03-04 06:30:00
